Lote;Material;Lote interno;Lote Proveedor;Qty;Fecha recepción;Fecha traslado
23073;100010;0000652422;0001994545;8,352;11/11/2021;18/07/2023
23073;100011;0000755519;0002267264;200,8;12/04/2023;20/07/2023
23073;100011;0000737873;0002246451;80;17/01/2023;22/05/2023
23074;100001;0000767413;100977;72;08/06/2023;14/07/2023
23074;100002;0000764791;K54491535;72;25/05/2023;07/07/2023
23074;100013;0000776545;2157422;7872;21/07/2023;24/07/2023
23074;100004;0000665452;2430701;320;14/01/2022;20/07/2023
23074;100005;0000723171;M3889;96;04/11/2022;03/03/2023
23074;100006;0000676218;C4837;177,6;07/03/2022;04/07/2023
23074;100007;0000763537;2202239;8000;19/05/2023;26/07/2023
23074;100007;0000759578;2202239;352;02/05/2023;18/07/2023
23074;100008;0000761698;A1682479;144;11/05/2023;07/07/2023
23074;100001;0000767413;100977;57,6;08/06/2023;14/07/2023
23074;100009;0000764083;0002307383;7680;23/05/2023;19/07/2023
23074;100002;0000764791;K54491535;384;25/05/2023;07/07/2023
23074;100010;0000652422;0001994545;96;11/11/2021;18/07/2023
23074;100011;0000772470;0002318998;3200;03/07/2023;21/07/2023
23074;100013;0000776545;2157422;708,48;21/07/2023;24/07/2023
23074;100004;0000665452;2430701;28,8;14/01/2022;20/07/2023
23074;100005;0000723171;M3889;4,32;04/11/2022;03/03/2023
23074;100006;0000676218;C4837;8,064;07/03/2022;04/07/2023
23074;100007;0000759578;2202239;751,68;02/05/2023;18/07/2023
23074;100008;0000761698;A1682479;6,48;11/05/2023;07/07/2023
23074;100001;0000767413;100977;2,592;08/06/2023;14/07/2023
23074;100009;0000764083;0002307383;345,6;23/05/2023;19/07/2023
23074;100002;0000764791;K54491535;17,12;25/05/2023;07/07/2023
23074;100010;0000652422;0001994545;4,32;11/11/2021;18/07/2023
23074;100011;0000772470;0002318998;144;03/07/2023;21/07/2023
23075;100001;0000767413;100977;72;08/06/2023;14/07/2023
23075;100002;0000764791;K54491535;72,64;25/05/2023;07/07/2023
23075;100003;0000648033;0005161269;4800;21/10/2021;20/07/2023
23075;100013;0000776545;2157422;7872;21/07/2023;28/07/2023
23075;100004;0000665434;2430699;162;14/01/2022;17/07/2023
23075;100004;0000665452;2430701;158;14/01/2022;20/07/2023
23075;100005;0000723171;M3889;96,8;04/11/2022;03/03/2023
23075;100006;0000676218;C4837;177,6;07/03/2022;04/07/2023
23075;100007;0000759578;2202239;8352;02/05/2023;18/07/2023
23075;100008;0000761698;A1682479;144,04;11/05/2023;07/07/2023
23075;100001;0000767413;100977;57,6;08/06/2023;14/07/2023
23075;100009;0000764083;0002307383;7680,8;23/05/2023;19/07/2023
23075;100002;0000762483;K54491535;321,584;16/05/2023;19/06/2023
23075;100002;0000764791;K54491535;62,4136;25/05/2023;07/07/2023
23075;100010;0000652422;0001994545;96,8;11/11/2021;18/07/2023
23075;100011;0000772470;0002318998;2979,792;03/07/2023;21/07/2023
23075;100011;0000755519;0002267264;220;12/04/2023;20/07/2023
23075;100013;0000776545;2157422;1377,6;21/07/2023;24/07/2023
23075;100004;0000665434;2430699;52,8;14/01/2022;17/07/2023
23075;100004;0000665436;2430700;3,2;14/01/2022;12/07/2023
23075;100005;0000723171;M3889;8,344;04/11/2022;03/03/2023
23075;100006;0000676218;C4837;15,68;07/03/2022;04/07/2023
23075;100007;0000759578;2202239;1044;02/05/2023;18/07/2023
23075;100007;0000752415;2202239;417,6;24/03/2023;19/06/2023
23075;100008;0000761698;A1682479;9,08;11/05/2023;07/07/2023
23075;100008;0000729570;A1673579;3,592;30/11/2022;17/07/2023
23075;100001;0000767413;100977;5,016;08/06/2023;14/07/2023
23075;100009;0000764083;0002307383;480;23/05/2023;19/07/2023
23075;100009;0000719593;0002231404;192;17/10/2022;19/05/2023
23075;100002;0000762483;K54491535;33,752;16/05/2023;19/06/2023
23075;100010;0000652422;0001994545;8,352;11/11/2021;18/07/2023
23075;100011;0000755519;0002267264;200,8;12/04/2023;20/07/2023
23075;100011;0000737873;0002246451;80;17/01/2023;22/05/2023
23076;100001;0000767413;100977;72;08/06/2023;14/07/2023
23076;100002;0000764791;K54491535;72;25/05/2023;07/07/2023
23076;100003;0000648033;0005161269;4800;21/10/2021;20/07/2023
23076;100013;0000776545;2157422;7872;21/07/2023;28/07/2023
23076;100004;0000665434;2430699;316,8;14/01/2022;17/07/2023
23076;100005;0000723171;M3889;96,8;04/11/2022;03/03/2023
23076;100006;0000676218;C4837;179,2;07/03/2022;04/07/2023
23076;100007;0000759578;2202239;6552,032;02/05/2023;18/07/2023
23076;100007;0000763537;2202239;1799,968;19/05/2023;26/07/2023
23076;100008;0000749053;A1682379;144,8;10/03/2023;21/07/2023
23076;100001;0000767413;100977;58,16;08/06/2023;14/07/2023
23076;100009;0000764083;0002307383;7728;23/05/2023;19/07/2023
23076;100002;0000764791;K54491535;384,8;25/05/2023;07/07/2023
23076;100010;0000652422;0001994545;96,8;11/11/2021;18/07/2023
23076;100011;0000772470;0002318998;3200;03/07/2023;21/07/2023
23076;100013;0000776545;2157422;1377,6;21/07/2023;24/07/2023
23076;100004;0000665434;2430699;52,8;14/01/2022;17/07/2023
23076;100004;0000665436;2430700;3,2;14/01/2022;12/07/2023
23076;100005;0000723171;M3889;8,344;04/11/2022;03/03/2023
23076;100006;0000676218;C4837;15,68;07/03/2022;04/07/2023
23076;100007;0000759578;2202239;1044;02/05/2023;18/07/2023
23076;100007;0000752415;2202239;417,6;24/03/2023;19/06/2023
23076;100008;0000761698;A1682479;9,08;11/05/2023;07/07/2023
23076;100008;0000729570;A1673579;3,592;30/11/2022;17/07/2023
23076;100001;0000767413;100977;5,016;08/06/2023;14/07/2023
23076;100009;0000764083;0002307383;480;23/05/2023;19/07/2023
23076;100009;0000719593;0002231404;192;17/10/2022;19/05/2023
23076;100002;0000762483;K54491535;33,752;16/05/2023;19/06/2023
23076;100010;0000652422;0001994545;8,352;11/11/2021;18/07/2023
23076;100011;0000755519;0002267264;200,8;12/04/2023;20/07/2023
23076;100011;0000737873;0002246451;80;17/01/2023;22/05/2023
23077;100001;0000767413;100977;76,464;08/06/2023;05/09/2023
23077;100002;0000764791;K54491535;76,808;25/05/2023;07/07/2023
23077;100013;0000776545;2157422;7872;21/07/2023;03/08/2023
23077;100004;0000665451;2430701;261,6;14/01/2022;02/08/2023
23077;100004;0000665452;2430701;58,4;14/01/2022;20/07/2023
23077;100005;0000723171;M3889;96,16;04/11/2022;03/03/2023
23077;100006;0000676218;C4837;177,6;07/03/2022;04/07/2023
23077;100007;0000763537;2202239;8352;19/05/2023;26/07/2023
23077;100008;0000761698;A1682479;144,16;11/05/2023;07/07/2023
23077;100001;0000767413;100977;58,032;08/06/2023;28/08/2023
23077;100009;0000764083;0002307383;7680;23/05/2023;09/08/2023
23077;100002;0000764791;K54491535;385,36;25/05/2023;07/07/2023
23077;100010;0000652422;0001994545;95,64;11/11/2021;18/07/2023
23077;100011;0000772470;0002318998;3200;03/07/2023;21/07/2023
23077;100013;0000776545;2157422;2125,44;21/07/2023;03/08/2023
23077;100004;0000665451;2430701;76,8;14/01/2022;02/08/2023
23077;100004;0000665454;2430703;3,2;14/01/2022;02/08/2023
23077;100004;0000665433;2430698;3,2;14/01/2022;29/06/2023
23077;100004;0000655974;2414142;3,2;25/11/2021;23/03/2023
23077;100005;0000723171;M3889;12,96;04/11/2022;03/03/2023
23077;100006;0000676218;C4837;24,192;07/03/2022;04/07/2023
23077;100007;0000763537;2202239;2255,096;19/05/2023;26/07/2023
23077;100008;0000761698;A1682479;19,44;11/05/2023;07/07/2023
23077;100001;0000767413;100977;7,776;08/06/2023;28/08/2023
23077;100009;0000764083;0002307383;1036,8;23/05/2023;09/08/2023
23077;100002;0000764791;K54491535;51,84;25/05/2023;07/07/2023
23077;100010;0000652422;0001994545;12,96;11/11/2021;18/07/2023
23077;100011;0000772470;0002318998;432,088;03/07/2023;21/07/2023
23078;100001;0000767413;100977;77,04;08/06/2023;05/09/2023
23078;100002;0000764791;K54491535;77,36;25/05/2023;07/07/2023
23078;100003;0000670641;0005554998;4336,8;08/02/2022;21/08/2023
23078;100003;0000657399;0005359962;463,2;02/12/2021;07/07/2023
23078;100013;0000776545;2157422;7872;21/07/2023;03/08/2023
23078;100004;0000665452;2430701;194,8;14/01/2022;20/07/2023
23078;100004;0000665454;2430703;125,2;14/01/2022;02/08/2023
23078;100005;0000723171;M3889;96,184;04/11/2022;03/03/2023
23078;100006;0000676218;C4837;177,6;07/03/2022;04/07/2023
23078;100007;0000763537;2202239;8356;19/05/2023;26/07/2023
23078;100008;0000761698;A1682479;144,552;11/05/2023;07/07/2023
23078;100001;0000767413;100977;57,6;08/06/2023;28/08/2023
23078;100009;0000764083;0002307383;7688;23/05/2023;09/08/2023
23078;100002;0000764791;K54491535;384,8;25/05/2023;07/07/2023
23078;100010;0000652422;0001994545;96;11/11/2021;18/07/2023
23078;100011;0000772470;0002318998;3200;03/07/2023;21/07/2023
23078;100013;0000776545;2157422;2125,44;21/07/2023;03/08/2023
23078;100004;0000665451;2430701;76,8;14/01/2022;02/08/2023
23078;100004;0000665454;2430703;3,2;14/01/2022;02/08/2023
23078;100004;0000665433;2430698;3,2;14/01/2022;29/06/2023
23078;100004;0000655974;2414142;3,2;25/11/2021;23/03/2023
23078;100005;0000723171;M3889;12,96;04/11/2022;03/03/2023
23078;100006;0000676218;C4837;24,192;07/03/2022;04/07/2023
23078;100007;0000763537;2202239;2255,096;19/05/2023;26/07/2023
23078;100008;0000761698;A1682479;19,44;11/05/2023;07/07/2023
23078;100001;0000767413;100977;7,776;08/06/2023;28/08/2023
23078;100009;0000764083;0002307383;1036,8;23/05/2023;09/08/2023
23078;100002;0000764791;K54491535;51,84;25/05/2023;07/07/2023
23078;100010;0000652422;0001994545;12,96;11/11/2021;18/07/2023
23078;100011;0000772470;0002318998;432,088;03/07/2023;21/07/2023
23079;100001;0000767413;100977;72;08/06/2023;05/09/2023
23079;100002;0000764791;K54491535;72;25/05/2023;07/07/2023
23079;100003;0000670641;0005554998;4800;08/02/2022;21/08/2023
23079;100013;0000776545;2157422;7872;21/07/2023;03/08/2023
23079;100004;0000665455;2430703;320;14/01/2022;02/08/2023
23079;100005;0000723171;M3889;96,16;04/11/2022;03/03/2023
23079;100006;0000676218;C4837;177,784;07/03/2022;04/07/2023
23079;100007;0000763537;2202239;8352;19/05/2023;26/07/2023
23079;100008;0000761698;A1682479;143,736;11/05/2023;07/07/2023
23079;100001;0000767413;100977;57,608;08/06/2023;28/08/2023
23079;100009;0000764083;0002307383;7680;23/05/2023;09/08/2023
23079;100002;0000764791;K54491535;384,24;25/05/2023;07/07/2023
23079;100010;0000652422;0001994545;96,016;11/11/2021;18/07/2023
23079;100011;0000772470;0002318998;3200;03/07/2023;21/07/2023
23079;100013;0000776545;2157422;2125,44;21/07/2023;03/08/2023
23079;100004;0000665451;2430701;76,8;14/01/2022;02/08/2023
23079;100004;0000665454;2430703;3,2;14/01/2022;02/08/2023
23079;100004;0000665433;2430698;3,2;14/01/2022;29/06/2023
23079;100004;0000655974;2414142;3,2;25/11/2021;23/03/2023
23079;100005;0000723171;M3889;12,96;04/11/2022;03/03/2023
23079;100006;0000676218;C4837;24,192;07/03/2022;04/07/2023
23079;100007;0000763537;2202239;2255,096;19/05/2023;26/07/2023
23079;100008;0000761698;A1682479;19,44;11/05/2023;07/07/2023
23079;100001;0000767413;100977;7,776;08/06/2023;28/08/2023
23079;100009;0000764083;0002307383;1036,8;23/05/2023;09/08/2023
23079;100002;0000764791;K54491535;51,84;25/05/2023;07/07/2023
23079;100010;0000652422;0001994545;12,96;11/11/2021;18/07/2023
23079;100011;0000772470;0002318998;432,088;03/07/2023;21/07/2023
23080;100001;0000767413;100977;71,912;08/06/2023;05/09/2023
23080;100002;0000764791;K54491535;71,312;25/05/2023;07/07/2023
23080;100003;0000670641;0005554998;4800;08/02/2022;21/08/2023
23080;100013;0000776545;2157422;7872;21/07/2023;03/08/2023
23080;100004;0000665455;2430703;316,8;14/01/2022;02/08/2023
23080;100005;0000723171;M3889;96,264;04/11/2022;03/03/2023
23080;100006;0000676218;C4837;178;07/03/2022;04/07/2023
23080;100007;0000763537;2202239;8352;19/05/2023;26/07/2023
23080;100008;0000761698;A1682479;144,088;11/05/2023;07/07/2023
23080;100001;0000767413;100977;58,08;08/06/2023;28/08/2023
23080;100009;0000764083;0002307383;7680;23/05/2023;09/08/2023
23080;100002;0000764791;K54491535;384;25/05/2023;07/07/2023
23080;100010;0000652422;0001994545;96,24;11/11/2021;18/07/2023
23080;100011;0000772470;0002318998;3200;03/07/2023;21/07/2023
23080;100013;0000776545;2157422;2125,44;21/07/2023;03/08/2023
23080;100004;0000665451;2430701;76,8;14/01/2022;02/08/2023
23080;100004;0000665454;2430703;3,2;14/01/2022;02/08/2023
23080;100004;0000665433;2430698;3,2;14/01/2022;29/06/2023
23080;100004;0000655974;2414142;3,2;25/11/2021;23/03/2023
23080;100005;0000723171;M3889;12,96;04/11/2022;03/03/2023
23080;100006;0000676218;C4837;24,192;07/03/2022;04/07/2023
23080;100007;0000763537;2202239;2255,096;19/05/2023;26/07/2023
23080;100008;0000761698;A1682479;19,44;11/05/2023;07/07/2023
23080;100001;0000767413;100977;7,776;08/06/2023;28/08/2023
23080;100009;0000764083;0002307383;1036,8;23/05/2023;09/08/2023
23080;100002;0000764791;K54491535;51,84;25/05/2023;07/07/2023
23080;100010;0000652422;0001994545;12,96;11/11/2021;18/07/2023
23080;100011;0000772470;0002318998;432,088;03/07/2023;21/07/2023
23081;100001;0000767413;100977;72;08/06/2023;12/09/2023
23081;100002;0000764791;K54491535;72,24;25/05/2023;07/07/2023
23081;100003;0000657399;0005359962;4800;02/12/2021;04/09/2023
23081;100013;0000776545;2157422;7872;21/07/2023;03/08/2023
23081;100004;0000738291;2463416;320;19/01/2023;04/09/2023
23081;100005;0000723171;M3889;95,896;04/11/2022;03/03/2023
23081;100006;0000676218;C4837;177,568;07/03/2022;04/07/2023
23081;100007;0000759578;2202239;8352;02/05/2023;04/09/2023
23081;100008;0000761698;A1682479;143,848;11/05/2023;07/07/2023
23081;100001;0000767413;100977;57,592;08/06/2023;05/09/2023
23081;100009;0000764083;0002307383;7680;23/05/2023;04/09/2023
23081;100002;0000764791;K54491535;384;25/05/2023;07/07/2023
23081;100010;0000652422;0001994545;95,8;11/11/2021;18/07/2023
23081;100011;0000772470;0002318998;1668,04;03/07/2023;04/09/2023
23081;100011;0000755519;0002267264;1531,96;12/04/2023;04/09/2023
23081;100013;0000776545;2157422;2125,44;21/07/2023;03/08/2023
23081;100004;0000738291;2463416;86,4;19/01/2023;04/09/2023
23081;100005;0000723171;M3889;13,008;04/11/2022;03/03/2023
23081;100006;0000676218;C4837;24,176;07/03/2022;04/07/2023
23081;100007;0000759578;2202239;1506,704;02/05/2023;04/09/2023
23081;100007;0000763537;2202239;748,336;19/05/2023;26/07/2023
23081;100008;0000761698;A1682479;19,408;11/05/2023;07/07/2023
23081;100001;0000767413;100977;7,824;08/06/2023;05/09/2023
23081;100009;0000764083;0002307383;1037,288;23/05/2023;04/09/2023
23081;100002;0000764791;K54491535;51,728;25/05/2023;07/07/2023
23081;100010;0000652422;0001994545;13,016;11/11/2021;18/07/2023
23081;100011;0000755519;0002267264;432,16;12/04/2023;04/09/2023
23082;100001;0000767413;100977;72,64;08/06/2023;12/09/2023
23082;100002;0000764791;K54491535;72;25/05/2023;07/07/2023
23082;100003;0000657399;0005359962;4800;02/12/2021;04/09/2023
23082;100013;0000776545;2157422;7872;21/07/2023;03/08/2023
23082;100004;0000738291;2463416;320;19/01/2023;04/09/2023
23082;100005;0000723171;M3889;96;04/11/2022;03/03/2023
23082;100006;0000676218;C4837;177,6;07/03/2022;04/07/2023
23082;100007;0000759578;2202239;8352;02/05/2023;04/09/2023
23082;100008;0000761698;A1682479;144;11/05/2023;07/07/2023
23082;100001;0000767413;100977;57,6;08/06/2023;12/09/2023
23082;100009;0000764083;0002307383;7680;23/05/2023;04/09/2023
23082;100002;0000764791;K54491535;384,8;25/05/2023;07/07/2023
23082;100010;0000652422;0001994545;96,8;11/11/2021;18/07/2023
23082;100011;0000772470;0002318998;3200;03/07/2023;04/09/2023
23082;100013;0000776545;2157422;2125,44;21/07/2023;03/08/2023
23082;100004;0000738291;2463416;86,4;19/01/2023;04/09/2023
23082;100005;0000723171;M3889;13,008;04/11/2022;03/03/2023
23082;100006;0000676218;C4837;24,176;07/03/2022;04/07/2023
23082;100007;0000759578;2202239;1506,704;02/05/2023;04/09/2023
23082;100007;0000763537;2202239;748,336;19/05/2023;26/07/2023
23082;100008;0000761698;A1682479;19,408;11/05/2023;07/07/2023
23082;100001;0000767413;100977;7,824;08/06/2023;05/09/2023
23082;100009;0000764083;0002307383;1037,288;23/05/2023;04/09/2023
23082;100002;0000764791;K54491535;51,728;25/05/2023;07/07/2023
23082;100010;0000652422;0001994545;13,016;11/11/2021;18/07/2023
23082;100011;0000755519;0002267264;432,16;12/04/2023;04/09/2023
23083;100001;0000767413;100977;72,08;08/06/2023;12/09/2023
23083;100002;0000764791;K54491535;72,168;25/05/2023;07/07/2023
23083;100013;0000776545;2157422;7872;21/07/2023;03/08/2023
23083;100004;0000738291;2463416;352;19/01/2023;04/09/2023
23083;100005;0000723171;M3889;95,624;04/11/2022;03/03/2023
23083;100006;0000676218;C4837;178,32;07/03/2022;04/07/2023
23083;100007;0000759578;2202239;8000;02/05/2023;04/09/2023
23083;100007;0000763537;2202239;352;19/05/2023;26/07/2023
23083;100008;0000761698;A1682479;143,696;11/05/2023;07/07/2023
23083;100001;0000767413;100977;57,656;08/06/2023;05/09/2023
23083;100009;0000764083;0002307383;7680;23/05/2023;04/09/2023
23083;100002;0000764791;K54491535;384,176;25/05/2023;07/07/2023
23083;100010;0000652422;0001994545;95,736;11/11/2021;18/07/2023
23083;100011;0000755519;0002267264;3200;12/04/2023;04/09/2023
23083;100013;0000776545;2157422;2125,44;21/07/2023;03/08/2023
23083;100004;0000738291;2463416;86,4;19/01/2023;04/09/2023
23083;100005;0000723171;M3889;13,008;04/11/2022;03/03/2023
23083;100006;0000676218;C4837;24,176;07/03/2022;04/07/2023
23083;100007;0000759578;2202239;1506,704;02/05/2023;04/09/2023
23083;100007;0000763537;2202239;748,336;19/05/2023;26/07/2023
23083;100008;0000761698;A1682479;19,408;11/05/2023;07/07/2023
23083;100001;0000767413;100977;7,824;08/06/2023;05/09/2023
23083;100009;0000764083;0002307383;1037,288;23/05/2023;04/09/2023
23083;100002;0000764791;K54491535;51,728;25/05/2023;07/07/2023
23083;100010;0000652422;0001994545;13,016;11/11/2021;18/07/2023
23083;100011;0000755519;0002267264;432,16;12/04/2023;04/09/2023
23084;100001;0000767413;100977;72;08/06/2023;12/09/2023
23084;100002;0000764791;K54491535;72,56;25/05/2023;07/07/2023
23084;100003;0000657399;0005359962;4336,8;02/12/2021;04/09/2023
23084;100003;0000670641;0005554998;463,2;08/02/2022;21/08/2023
23084;100013;0000776545;2157422;7872;21/07/2023;03/08/2023
23084;100004;0000665455;2430703;307,6;14/01/2022;02/08/2023
23084;100004;0000738291;2463416;12,4;19/01/2023;04/09/2023
23084;100005;0000723171;M3889;96,24;04/11/2022;03/03/2023
23084;100006;0000676218;C4837;178,136;07/03/2022;04/07/2023
23084;100007;0000759578;2202239;8000;02/05/2023;04/09/2023
23084;100007;0000763537;2202239;352;19/05/2023;26/07/2023
23084;100008;0000761698;A1682479;144,072;11/05/2023;07/07/2023
23084;100001;0000767413;100977;57,64;08/06/2023;05/09/2023
23084;100009;0000764083;0002307383;7680;23/05/2023;04/09/2023
23084;100002;0000764791;K54491535;383,384;25/05/2023;07/07/2023
23084;100010;0000652422;0001994545;95,872;11/11/2021;18/07/2023
23084;100011;0000755519;0002267264;3200;12/04/2023;04/09/2023
23084;100013;0000776545;2157422;2125,44;21/07/2023;03/08/2023
23084;100004;0000738291;2463416;86,4;19/01/2023;04/09/2023
23084;100005;0000723171;M3889;13,008;04/11/2022;03/03/2023
23084;100006;0000676218;C4837;24,176;07/03/2022;04/07/2023
23084;100007;0000759578;2202239;1506,704;02/05/2023;04/09/2023
23084;100007;0000763537;2202239;748,336;19/05/2023;26/07/2023
23084;100008;0000761698;A1682479;19,408;11/05/2023;07/07/2023
23084;100001;0000767413;100977;7,824;08/06/2023;05/09/2023
23084;100009;0000764083;0002307383;1037,288;23/05/2023;04/09/2023
23084;100002;0000764791;K54491535;51,728;25/05/2023;07/07/2023
23084;100010;0000652422;0001994545;13,016;11/11/2021;18/07/2023
23084;100011;0000755519;0002267264;432,16;12/04/2023;04/09/2023
23085;100001;0000767413;100977;72,24;08/06/2023;12/09/2023
23085;100002;0000764791;K54491535;71,888;25/05/2023;07/07/2023
23085;100003;0000657399;0005359962;4800;02/12/2021;14/09/2023
23085;100013;0000776545;2157422;7872;21/07/2023;13/09/2023
23085;100004;0000738291;2463416;320;19/01/2023;04/09/2023
23085;100005;0000723171;M3889;96,056;04/11/2022;03/03/2023
23085;100006;0000676218;C4837;177,576;07/03/2022;04/07/2023
23085;100007;0000759578;2202239;8356;02/05/2023;13/09/2023
23085;100008;0000761698;A1682479;144,512;11/05/2023;07/07/2023
